2016-01-01	-0.011261	291.32	294.76	286.00	290.86	93572773
2015-12-31	0.006351	293.17	294.93	292.46	292.60	66924054
2015-12-30	-0.045157	279.93	282.16	279.78	279.14	41671605
2015-12-29	-0.005863	278.29	279.21	275.14	277.44	25939643
2015-12-28	0.012540	281.78	283.56	279.66	281.48	89003186
2015-12-25	-0.003820	280.70	282.49	278.67	279.05	92192012
2015-12-24	-0.031995	271.72	274.36	270.80	273.81	73392734
2015-12-23	0.021681	277.61	282.72	276.49	277.58	54927183
2015-12-22	-0.027895	269.87	271.45	266.65	270.24	34819188
2015-12-21	-0.049581	256.49	256.95	254.96	255.51	36374090
2015-12-18	-0.007393	254.59	257.40	252.05	255.36	46417871
2015-12-17	0.017216	258.97	259.73	256.92	259.99	80511336
2015-12-16	-0.002220	258.40	259.14	255.90	259.41	62398386
2015-12-15	-0.017675	253.83	256.49	251.53	255.99	35718102
2015-12-14	-0.027840	246.76	249.98	246.32	247.50	61702556
2015-12-11	0.004613	247.90	248.66	245.65	247.24	86740570
2015-12-10	-0.016665	243.77	244.35	241.54	244.23	43833220
2015-12-09	-0.005360	242.46	243.33	241.49	242.54	47991982
2015-12-08	0.024497	248.40	249.85	247.70	248.53	91085460
2015-12-07	-0.012434	245.32	245.81	244.02	244.39	42288408
2015-12-04	0.013754	248.69	251.47	248.19	249.85	62822066
2015-12-03	0.034909	257.37	259.97	257.31	256.55	62433322
2015-12-02	0.008031	259.44	261.45	258.42	259.51	37410247
2015-12-01	0.043566	270.74	273.50	270.41	272.29	95310561
2015-11-30	-0.024678	264.06	266.92	261.09	264.77	47269507
2015-11-27	0.014254	267.82	268.02	267.17	266.88	67964546
2015-11-26	0.004152	268.94	271.00	267.52	268.14	80784480
2015-11-25	-0.012088	265.68	267.57	261.60	261.63	90453483
2015-11-24	-0.004659	264.45	264.57	262.97	263.62	66655345
2015-11-23	0.038377	274.60	276.55	271.90	274.88	47210469
2015-11-20	0.015718	278.91	279.75	278.13	278.91	54009181
2015-11-19	0.005578	280.47	281.72	277.10	278.02	87509315
2015-11-18	-0.024588	273.57	273.63	272.67	274.62	68185050
2015-11-17	0.025249	280.48	283.04	277.75	280.71	6705676
2015-11-16	0.022231	286.71	289.55	286.65	289.38	78801056
2015-11-13	-0.015725	282.21	285.91	279.84	281.50	50567382
2015-11-12	-0.031723	273.25	276.79	271.06	272.12	61080086
2015-11-11	-0.031229	264.72	265.90	264.64	262.64	47650194
2015-11-10	-0.011031	261.80	263.24	258.41	260.30	56320692
2015-11-09	-0.012673	258.48	261.38	256.40	258.28	47239572
2015-11-06	-0.007367	256.58	257.87	256.11	256.34	48492362
2015-11-05	0.026621	263.41	265.28	259.09	265.20	43577501
2015-11-04	0.000571	263.56	263.99	259.75	261.68	20722221
2015-11-03	-0.027747	256.25	257.47	253.74	256.75	10299074
2015-11-02	-0.038874	246.28	248.18	243.00	244.82	47482651
2015-10-30	0.015898	250.20	251.69	248.11	249.79	9234745
2015-10-29	-0.005966	248.71	251.55	248.23	248.62	61572875
2015-10-28	0.018707	253.36	254.71	250.02	251.16	93213693
2015-10-27	-0.011453	250.46	250.74	250.28	251.04	98267739
2015-10-26	-0.004259	249.39	252.47	249.38	250.54	67666465
2015-10-23	-0.013348	246.06	248.49	245.45	246.30	75543684
2015-10-22	-0.015418	242.27	247.58	240.04	242.97	3401200
2015-10-21	0.022645	247.75	249.42	246.61	248.84	88737909
2015-10-20	0.020104	252.74	253.07	251.41	252.52	19897995
2015-10-19	-0.010487	250.09	252.99	248.05	250.69	16443925
2015-10-16	0.029151	257.38	257.83	256.32	256.89	27173177
2015-10-15	-0.029715	249.73	256.14	248.43	250.74	86851637
2015-10-14	-0.008409	247.63	249.11	246.83	247.34	57006241
2015-10-13	0.008878	249.83	251.77	249.29	250.25	73667024
2015-10-12	-0.012900	246.60	247.73	242.46	247.62	46677122
2015-10-09	-0.021151	241.39	243.38	238.63	240.24	64115615
2015-10-08	0.029563	248.52	249.17	244.75	249.80	73637266
2015-10-07	-0.068606	231.47	234.35	230.10	232.22	40113962
2015-10-06	-0.018624	227.16	231.18	225.24	228.12	46700333
2015-10-05	0.033614	234.80	237.30	233.05	235.85	24474615
2015-10-02	-0.000193	234.75	235.01	234.04	236.72	97812536
2015-10-01	0.017115	238.77	241.04	238.42	238.72	86719510
2015-09-30	0.005889	240.18	243.56	239.01	241.72	16636062
2015-09-29	-0.019728	235.44	236.53	233.26	234.55	9939833
2015-09-28	-0.022713	230.09	230.58	227.16	232.61	79195522
2015-09-25	0.001457	230.43	232.57	230.10	230.05	24854071
2015-09-24	-0.005376	229.19	230.49	227.50	230.14	62983246
2015-09-23	0.015881	232.83	233.97	231.03	232.06	4296197
2015-09-22	-0.008003	230.96	233.26	230.71	232.61	5677785
2015-09-21	0.008038	232.82	232.88	227.28	232.66	20737923
2015-09-18	-0.015696	229.17	230.49	227.71	230.37	16085277
2015-09-17	0.002630	229.77	230.73	228.80	229.94	72143234
2015-09-16	0.024521	235.40	241.22	233.16	236.82	48551994
2015-09-15	0.006528	236.94	240.72	235.47	239.15	2190417
2015-09-14	0.012716	239.95	241.68	236.52	239.81	9886006
2015-09-11	0.041283	249.86	252.82	249.20	247.69	63940779
2015-09-10	-0.014263	246.29	247.69	245.25	245.99	85992718
2015-09-09	-0.032334	238.33	240.23	236.41	238.06	47205627
2015-09-08	-0.006581	236.76	237.03	236.39	236.89	73161704
2015-09-07	-0.001946	236.30	236.94	232.16	235.08	11909027
2015-09-04	-0.000689	236.14	237.53	233.79	237.13	27814902
2015-09-03	-0.038915	226.95	228.27	221.19	225.68	86297902
2015-09-02	-0.001340	226.65	235.25	225.40	227.58	25628469
2015-09-01	0.022930	231.84	235.77	228.82	232.01	42437167
2015-08-31	0.022305	237.01	238.03	234.96	237.99	30992530
2015-08-28	-0.001354	236.69	236.90	234.43	235.13	48629550
2015-08-27	0.001021	236.93	240.90	235.74	236.55	77690249
2015-08-26	-0.016603	233.00	233.40	232.93	232.21	38793179
2015-08-25	-0.015282	229.44	230.36	228.59	228.73	54760653
2015-08-24	-0.028020	223.01	223.22	218.86	223.82	44607635
2015-08-21	-0.008843	221.04	223.71	218.88	219.65	20188087
2015-08-20	0.028315	227.30	228.08	225.62	226.51	27436125
2015-08-19	0.002920	227.96	228.47	222.20	228.86	89692847
2015-08-18	-0.002983	227.28	228.20	226.72	226.74	70133253
2015-08-17	0.008347	229.18	231.20	225.53	227.43	38801287
2015-08-14	-0.016074	225.49	228.91	220.94	226.41	75162893
2015-08-13	0.002966	226.16	228.39	224.20	224.53	18565044
2015-08-12	0.016630	229.92	231.68	229.64	229.18	59624870
2015-08-11	0.053961	242.33	243.78	239.47	243.10	68090193
2015-08-10	-0.010304	239.83	241.79	237.75	238.70	17444472
2015-08-07	0.018144	244.19	246.99	240.42	245.39	36568086
2015-08-06	-0.011637	241.34	241.88	241.30	241.00	45585597
2015-08-05	0.033974	249.54	250.98	247.53	250.65	53290879
2015-08-04	0.004512	250.67	251.34	248.89	251.78	96418472
2015-08-03	0.011702	253.60	258.62	252.56	250.99	49204758
2015-07-31	-0.016177	249.50	252.61	247.16	248.23	99631138
2015-07-30	0.018802	254.19	255.82	253.61	253.68	60208059
2015-07-29	0.020626	259.43	262.47	257.05	258.09	90127202
2015-07-28	0.016844	263.80	264.28	263.70	263.32	58309533
2015-07-27	0.003075	264.61	264.68	262.57	262.97	84979508
2015-07-24	-0.031837	256.19	259.99	254.10	258.58	97152496
2015-07-23	-0.030847	248.29	251.01	245.13	249.24	71198838
2015-07-22	0.000805	248.49	249.85	247.61	247.62	91100476
2015-07-21	0.025214	254.75	257.04	251.93	254.67	37743965
2015-07-20	0.009728	257.23	262.13	255.13	258.84	28668811
2015-07-17	-0.025210	250.75	253.17	250.25	249.47	80066755
2015-07-16	-0.004561	249.60	251.67	248.49	247.74	26392992
2015-07-15	0.021361	254.93	255.30	253.77	254.41	7307330
2015-07-14	0.000622	255.09	255.92	253.70	255.35	13194744
2015-07-13	0.017892	259.66	262.97	258.55	258.55	18232065
2015-07-10	0.016682	263.99	266.90	261.01	262.30	35797889
2015-07-09	0.020616	269.43	271.99	268.37	266.50	7304018
2015-07-08	0.015610	273.64	273.81	273.15	271.55	68434158
2015-07-07	0.030877	282.09	284.10	279.89	281.80	99148708
2015-07-06	0.001219	282.43	283.63	281.90	281.61	75573789
2015-07-03	0.013457	286.23	286.35	285.45	284.90	32358961
2015-07-02	0.043234	298.61	301.03	298.12	298.32	9000449
2015-07-01	0.006219	300.46	304.13	297.26	301.63	18305774
2015-06-30	0.002649	301.26	304.68	299.65	302.02	52555527
2015-06-29	0.040856	313.57	314.81	311.89	312.27	7376264
2015-06-26	-0.001499	313.10	313.17	308.19	313.64	13375960
2015-06-25	-0.001652	312.58	317.14	310.71	311.72	57957725
2015-06-24	-0.054180	295.64	299.74	293.44	295.67	44152198
2015-06-23	-0.009607	292.80	294.45	291.77	294.29	5759194
2015-06-22	-0.008145	290.42	294.87	288.76	288.96	39015689
2015-06-19	0.015710	294.98	295.97	293.88	295.21	8637463
2015-06-18	0.005980	296.75	297.68	293.83	295.70	42648604
2015-06-17	0.033447	306.67	307.06	305.35	306.09	63643226
2015-06-16	-0.008122	304.18	305.67	301.47	305.97	90774172
2015-06-15	0.040419	316.47	320.74	313.43	316.61	57945072
2015-06-12	0.019600	322.68	324.99	320.91	320.26	73987544
2015-06-11	-0.017701	316.97	321.36	314.57	318.08	75090810
2015-06-10	-0.017495	311.42	311.42	311.37	313.91	75101856
2015-06-09	-0.010163	308.26	313.93	305.79	307.16	76619614
2015-06-08	-0.023720	300.94	301.73	299.51	300.81	98903726
2015-06-05	0.001204	301.31	304.28	299.69	303.72	53020187
2015-06-04	-0.003833	300.15	300.74	297.54	298.23	13023976
2015-06-03	-0.014095	295.92	299.01	295.52	296.77	31293139
2015-06-02	-0.007673	293.65	296.24	292.72	292.45	74954261
2015-06-01	0.000152	293.69	296.34	292.88	291.17	98777784
2015-05-29	0.007598	295.93	296.13	293.38	293.65	48751604
2015-05-28	-0.003733	294.82	302.62	294.65	295.57	90656429
2015-05-27	0.007614	297.07	298.94	294.92	296.49	77263308
2015-05-26	-0.031596	287.68	290.04	285.38	286.84	97660503
2015-05-25	-0.011757	284.30	285.30	283.76	284.31	27076708
2015-05-22	0.001914	284.84	286.58	282.55	284.09	7334843
2015-05-21	0.009733	287.61	288.09	284.71	287.60	77991531
2015-05-20	0.048692	301.62	303.93	300.29	300.87	55611942
2015-05-19	0.001665	302.12	303.39	300.73	301.84	52100147
2015-05-18	-0.001095	301.79	302.48	296.47	305.01	85492776
2015-05-15	0.016000	306.62	307.88	301.67	306.32	31326988
2015-05-14	0.026079	314.61	316.54	310.11	316.54	95238673
2015-05-13	0.014076	319.04	319.36	312.17	319.51	40748611
2015-05-12	0.007002	321.28	322.53	320.47	321.62	23401052
2015-05-11	0.072360	344.52	346.64	341.94	342.44	95915826
2015-05-08	0.017945	350.71	353.16	349.40	353.24	18289138
2015-05-07	0.015490	356.14	361.94	355.65	357.40	77418074
2015-05-06	0.011224	360.14	365.79	352.26	359.97	19186843
2015-05-05	-0.003562	358.85	362.86	357.44	360.78	49839812
2015-05-04	-0.000597	358.64	360.21	356.22	359.47	13368404
2015-05-01	0.008829	361.81	364.66	353.45	359.81	55981760
2015-04-30	0.019417	368.83	370.23	365.90	368.99	69997586
2015-04-29	0.009360	372.28	374.71	366.12	371.52	30830835
2015-04-28	0.012175	376.82	382.14	374.10	377.91	3026861
2015-04-27	0.008816	380.14	381.88	373.85	381.10	89658245
2015-04-24	0.023953	389.24	391.39	388.77	389.83	56321717
2015-04-23	-0.013276	384.08	384.97	380.77	383.44	95241929
2015-04-22	0.023244	393.00	393.88	392.59	393.01	14340326
2015-04-21	-0.026187	382.71	384.49	381.56	385.50	23697487
2015-04-20	-0.004683	380.92	381.71	378.05	383.49	11199912
2015-04-17	0.001674	381.56	382.32	375.88	375.21	62076997
2015-04-16	0.007249	384.32	385.59	379.28	386.06	41302872
2015-04-15	0.016536	390.68	391.36	387.35	391.20	88775495
2015-04-14	0.002473	391.64	398.67	388.44	391.66	99175498
2015-04-13	-0.004046	390.06	392.42	387.44	388.23	73180869
2015-04-10	-0.004307	388.38	393.29	388.01	389.81	46393258
2015-04-09	0.008996	391.87	393.56	391.52	389.15	7347032
2015-04-08	0.013419	397.13	401.07	395.08	395.91	29223323
2015-04-07	-0.010319	393.03	395.34	392.94	391.58	74410741
2015-04-06	0.007983	396.17	399.47	396.01	396.96	68360760
2015-04-03	-0.030358	384.14	387.52	382.21	386.00	92039708
2015-04-02	-0.009205	380.61	380.78	378.97	380.44	64538639
2015-04-01	-0.027797	370.03	375.21	368.25	369.67	28966224
2015-03-31	-0.001769	369.37	370.22	367.49	372.19	11681627
2015-03-30	0.008470	372.50	372.70	369.37	372.67	96027584
2015-03-27	0.017705	379.10	384.71	377.76	377.63	62002347
2015-03-26	0.007226	381.84	388.25	378.74	380.53	21425152
2015-03-25	-0.003371	380.55	386.04	379.65	384.46	31426005
2015-03-24	-0.001003	380.17	381.39	379.72	377.60	28637188
2015-03-23	-0.013474	375.05	376.19	372.13	373.71	97923938
2015-03-20	-0.044258	358.45	361.29	355.31	359.56	77095111
2015-03-19	0.003176	359.59	361.15	354.34	359.90	45085602
2015-03-18	0.002952	360.65	363.65	358.17	359.94	95924256
2015-03-17	0.015656	366.29	368.97	351.85	365.18	75386348
2015-03-16	0.031815	377.95	384.09	373.82	379.50	24158905
2015-03-13	-0.003182	376.74	378.11	373.91	376.57	97033942
2015-03-12	0.002067	377.52	383.30	376.36	381.43	70401169
2015-03-11	0.014944	383.16	385.45	379.17	381.10	9982930
2015-03-10	-0.021942	374.76	379.68	372.29	376.98	36171046
2015-03-09	0.007682	377.64	380.03	372.03	376.54	44033433
2015-03-06	0.007247	380.37	381.44	376.90	379.34	33840345
2015-03-05	-0.032303	368.09	373.03	363.59	372.11	94548955
2015-03-04	-0.014715	362.67	363.70	360.46	364.15	34604483
2015-03-03	-0.018340	356.02	359.96	352.61	359.74	89241268
2015-03-02	-0.012410	351.60	351.86	349.91	350.11	31580017
2015-02-27	-0.020719	344.32	346.51	343.12	344.04	5426444
2015-02-26	-0.015538	338.96	346.51	336.04	339.34	41792337
2015-02-25	-0.014960	333.89	336.53	330.98	331.60	85008850
2015-02-24	-0.022495	326.38	330.27	321.33	326.63	41401643
2015-02-23	0.027442	335.34	335.38	332.48	333.81	57649516
2015-02-20	0.024062	343.41	345.58	340.17	345.31	11185718
2015-02-19	0.010181	346.90	350.20	345.36	348.22	20260450
2015-02-18	-0.002396	346.07	347.32	344.11	345.64	57593782
