2016-01-01	-0.040333	154.98	157.02	153.09	154.99	38175919
2015-12-31	0.013956	157.14	157.50	156.35	157.05	70364484
2015-12-30	-0.016291	154.58	156.42	154.43	155.97	97380255
2015-12-29	0.017712	157.32	157.61	155.34	158.56	11794756
2015-12-28	-0.011133	155.57	156.07	154.59	154.85	17993628
2015-12-25	-0.016098	153.06	153.84	152.99	153.19	58434613
2015-12-24	0.010204	154.62	157.65	153.17	155.23	2029363
2015-12-23	0.019853	157.69	159.86	156.14	158.87	51519743
2015-12-22	-0.028516	153.20	154.46	151.82	152.44	67839664
2015-12-21	0.028050	157.49	159.06	157.47	158.00	6205508
2015-12-18	0.010864	159.20	160.64	158.55	158.81	8056432
2015-12-17	0.008598	160.57	161.75	159.58	160.84	43264434
2015-12-16	0.002695	161.01	161.44	158.21	159.78	2806931
2015-12-15	-0.000766	160.88	162.19	160.82	160.95	63142846
2015-12-14	-0.003505	160.32	161.18	159.64	160.09	21784783
2015-12-11	-0.010609	158.62	160.30	157.38	158.20	46268349
2015-12-10	-0.010646	156.93	157.65	156.18	157.61	26736852
2015-12-09	-0.015125	154.56	156.83	154.07	154.53	3547230
2015-12-08	0.000859	154.69	157.84	152.81	154.49	73203355
2015-12-07	0.012119	156.56	157.56	155.60	157.23	24576242
2015-12-04	-0.045164	149.49	150.95	148.37	149.46	21067022
2015-12-03	0.015689	151.84	153.40	150.88	151.22	2393020
2015-12-02	0.001410	152.05	152.10	151.25	151.88	41517462
2015-12-01	-0.040244	145.93	146.18	145.56	146.85	93726509
2015-11-30	-0.056483	137.69	138.00	133.89	138.67	62972673
2015-11-27	-0.048747	130.98	132.35	128.99	130.49	43600419
2015-11-26	0.032006	135.17	135.45	132.52	135.49	43101737
2015-11-25	-0.018804	132.63	134.51	132.04	133.22	43688695
2015-11-24	-0.031851	128.40	130.10	126.96	128.47	83251311
2015-11-23	0.042451	133.85	134.92	132.46	133.96	61135914
2015-11-20	0.017916	136.25	136.48	135.64	136.46	45573955
2015-11-19	0.022676	139.34	141.27	139.17	140.18	87540116
2015-11-18	-0.012955	137.54	139.63	136.74	138.45	13886333
2015-11-17	-0.016352	135.29	135.42	134.76	136.15	40453865
2015-11-16	0.024815	138.64	141.08	137.31	139.41	8571654
2015-11-13	0.016932	140.99	142.11	140.34	141.62	75431290
2015-11-12	0.029734	145.18	145.87	145.05	144.92	21685910
2015-11-11	-0.048300	138.17	138.56	137.47	138.44	63439830
2015-11-10	0.008969	139.41	139.60	138.03	137.90	35964029
2015-11-09	-0.002691	139.04	140.07	138.32	140.66	50811838
2015-11-06	0.042878	145.00	146.55	144.01	146.65	85391605
2015-11-05	-0.007492	143.91	144.75	141.99	142.61	62910137
2015-11-04	0.004596	144.57	145.23	144.53	144.04	80318012
2015-11-03	-0.045030	138.06	140.82	137.19	137.34	64441773
2015-11-02	0.018260	140.58	140.87	139.00	139.98	49721052
2015-10-30	0.048375	147.38	147.64	147.27	147.71	4731452
2015-10-29	-0.006935	146.36	146.65	143.71	145.22	56109415
2015-10-28	-0.013143	144.44	147.48	143.67	143.51	28972377
2015-10-27	-0.015396	142.22	142.49	140.99	140.83	17726570
2015-10-26	-0.019536	139.44	139.64	138.93	139.19	91626871
2015-10-23	-0.001263	139.26	139.49	138.89	139.16	48703528
2015-10-22	0.000266	139.30	140.81	137.34	139.40	79288564
2015-10-21	0.029193	143.36	145.65	142.66	143.43	38805621
2015-10-20	0.020073	146.24	148.90	144.96	146.35	44214271
2015-10-19	-0.035838	141.00	142.20	140.28	141.33	92247179
2015-10-16	-0.012923	139.18	140.97	137.26	139.19	29738051
2015-10-15	0.013194	141.02	142.09	139.09	141.67	49416047
2015-10-14	-0.011106	139.45	140.04	137.89	139.76	54986217
2015-10-13	0.026531	143.15	145.43	142.29	144.50	7019730
2015-10-12	0.016507	145.51	147.09	145.18	145.55	12899731
2015-10-09	-0.012858	143.64	144.35	142.34	142.75	93925445
2015-10-08	0.027780	147.63	149.41	147.32	147.10	5028860
2015-10-07	0.014573	149.78	150.42	148.92	149.33	5983928
2015-10-06	0.005206	150.56	152.47	150.38	150.06	82862101
2015-10-05	-0.012385	148.70	149.46	147.79	148.84	94465024
2015-10-02	-0.027916	144.55	145.44	144.29	145.08	78167960
2015-10-01	-0.002240	144.22	144.23	143.08	144.29	42145271
2015-09-30	0.000684	144.32	144.60	144.07	144.63	39180615
2015-09-29	0.002425	144.67	145.92	143.61	143.86	37825719
2015-09-28	0.000064	144.68	145.61	144.00	145.22	66687754
2015-09-25	-0.037077	139.32	141.30	136.54	139.27	36998909
2015-09-24	0.006572	140.23	140.34	139.23	140.41	39060393
2015-09-23	-0.025636	136.64	139.26	136.19	136.08	92345354
2015-09-22	0.022295	139.68	141.44	138.69	139.53	9433040
2015-09-21	-0.003055	139.26	141.33	139.12	138.31	74702820
2015-09-18	0.021099	142.19	142.32	141.04	142.39	57537170
2015-09-17	0.041617	148.11	148.68	147.05	148.08	4733459
2015-09-16	0.003623	148.65	150.12	147.05	148.05	33268705
2015-09-15	-0.014444	146.50	148.14	145.73	147.32	22051622
2015-09-14	0.019246	149.32	149.78	149.23	149.02	72746098
2015-09-11	-0.009701	147.87	148.32	146.87	147.52	17279254
2015-09-10	0.027991	152.01	152.84	149.65	151.65	42282325
2015-09-09	0.009445	153.45	154.06	151.28	153.56	80726976
2015-09-08	0.046739	160.62	161.70	159.37	160.51	44122745
2015-09-07	-0.003759	160.02	160.94	158.04	161.05	6769495
2015-09-04	0.007566	161.23	161.33	158.75	163.74	45913548
2015-09-03	0.017248	164.01	165.44	162.77	164.21	75431113
2015-09-02	-0.010109	162.35	162.64	161.91	161.27	44864514
2015-09-01	-0.046173	154.85	155.61	153.73	153.19	78196688
2015-08-31	-0.048820	147.29	148.93	146.59	146.69	26498190
2015-08-28	0.021745	150.50	151.72	150.41	150.21	23164483
2015-08-27	-0.017508	147.86	148.53	146.21	147.98	85478249
2015-08-26	0.011619	149.58	152.26	149.24	149.81	15580295
2015-08-25	-0.034551	144.41	145.76	142.51	144.84	46241646
2015-08-24	-0.038992	138.78	140.42	137.78	139.08	37756488
2015-08-21	0.005536	139.55	142.18	138.71	140.26	37627536
2015-08-20	-0.006825	138.60	140.35	138.19	138.54	34639497
2015-08-19	-0.026778	134.89	136.56	133.10	136.44	26608818
2015-08-18	0.009228	136.13	137.05	134.26	136.07	92422231
2015-08-17	-0.016298	133.91	135.45	133.58	133.59	69495541
2015-08-14	0.024069	137.13	137.57	136.72	136.25	56166698
2015-08-13	0.001361	137.32	137.57	136.18	138.14	11927970
2015-08-12	-0.005815	136.52	137.00	134.51	136.09	12017908
2015-08-11	-0.012093	134.87	137.05	133.34	133.57	50640904
2015-08-10	-0.022667	131.81	132.14	129.92	132.12	15141705
2015-08-07	-0.028857	128.01	129.14	127.32	129.08	48961837
2015-08-06	0.000274	128.05	129.42	127.69	128.18	76567360
2015-08-05	0.032314	132.18	134.34	130.98	132.63	55655945
2015-08-04	0.020855	134.94	135.67	133.28	134.70	66529472
2015-08-03	0.003778	135.45	136.03	134.73	135.02	30052794
2015-07-31	-0.015164	133.40	133.75	131.68	132.89	49039820
2015-07-30	-0.013401	131.61	131.70	131.53	131.33	23054634
2015-07-29	-0.026977	128.06	128.57	127.14	127.77	95203613
2015-07-28	-0.022684	125.15	126.56	124.71	124.06	59584047
2015-07-27	-0.002662	124.82	126.01	124.67	124.36	31078274
2015-07-24	-0.003865	124.34	125.21	123.23	123.51	28601550
2015-07-23	-0.001913	124.10	124.38	123.53	124.41	23638334
2015-07-22	-0.002579	123.78	124.66	122.16	123.93	5406539
2015-07-21	0.009046	124.90	125.18	124.77	124.99	14406508
2015-07-20	-0.015596	122.95	123.60	122.22	123.31	50629558
